order_id,order_date,customer_id,customer_segment,region,product_category,sales_channel,quantity,unit_price,revenue,cost,discount_pct,order_status,currency
ORD-100795,2023-03-03,CUST-0094,Wholesale,Cairo,Groceries,Online,18,96.72,1741.02,1246.6,0.134,Completed,EGP
ORD-100508,2024-07-14,CUST-0194,Wholesale,Alexandria,Clothing,Store,9,416.34,3747.04,3144.85,0.039,Completed,EGP
ORD-100947,2023-11-13,CUST-0042,Wholesale,Giza,Electronics,Store,10,2812.06,28120.58,20061.61,0.145,Completed,EGP
ORD-101096,2024-07-08,CUST-0266,Wholesale,Cairo,Groceries,Store,64,77.72,4974.02,4131.79,0.063,Completed,EGP
ORD-100370,2024-05-07,CUST-0159,Wholesale,Aswan,Furniture,Online,56,2453.22,137380.07,99650.67,0.163,Completed,EGP
ORD-100543,2023-02-20,CUST-0161,Wholesale,Cairo,Clothing,Phone,42,367.74,15445.17,,0.025,Completed,EGP
ORD-100835,2023-04-16,CUST-0053,Wholesale,Giza,Stationery,Online,15,55.15,827.18,672.21,0.225,Completed,EGP
ORD-100374,2024-12-19,CUST-0004,Corporate,Giza,Clothing,Online,6,600.59,3603.53,2240.33,0.245,Completed,EGP
ORD-100712,2023-11-12,CUST-0245,Wholesale,Alexandria,Clothing,Online,14,713.84,9993.72,6048.01,0.046,Cancelled,EGP
ORD-101032,2024-12-15,CUST-0156,Corporate,Mansoura,Furniture,Store,6,2220.87,13325.24,7667.95,0.096,Completed,EGP
ORD-100316,2024-04-12,CUST-0081,Retail,Mansoura,Electronics,Store,4,2419.02,9676.07,6787.03,0.117,Cancelled,EGP
ORD-100585,2024-08-10,CUST-0294,Retail,Giza,Clothing,Online,3,578.71,1736.12,1289.14,0.191,Completed,EGP
ORD-100493,2024-02-07,CUST-0309,Corporate,Cairo,Groceries,Online,5,106.72,533.58,427.76,0.018,Completed,EGP
ORD-100236,2023-02-20,CUST-0289,Retail,Cairo,Groceries,Store,8,104.89,839.1,542.9,0.198,Completed,EGP
ORD-100209,2024-06-26,CUST-0134,Retail,Cairo,Stationery,Phone,4,77.03,308.12,204.42,0.163,Completed,EGP
ORD-100973,2024-06-17,CUST-0225,Retail,Alexandria,Electronics,Store,2,4660.61,9321.22,7290.51,0.19,Completed,EGP
ORD-100401,2024-11-16,CUST-0143,Retail,Cairo,Clothing,Online,8,475.61,3804.9,2644.66,0.134,Completed,EGP
ORD-100766,2023-04-09,CUST-0102,Retail,Mansoura,Clothing,Online,3,663.36,1990.09,1127.19,0.133,Completed,EGP
ORD-100531,2023-05-24,CUST-0178,Wholesale,Giza,Stationery,Store,32,41.31,1321.78,1088.96,0.146,Completed,EGP
ORD-100522,2023-11-10,CUST-0294,Wholesale,Alexandria,Electronics,Online,24,2288.71,54929.07,34757.29,0.157,Completed,EGP
ORD-101003,2023-02-22,CUST-0250,Wholesale,Giza,Clothing,Online,20,487.9,9758.07,7021.49,0.047,Completed,EGP
ORD-100925,2023-06-23,CUST-0202,Retail,Alexandria,Groceries,Online,3,82.5,247.49,148.6,0.144,Completed,EGP
ORD-100671,2023-10-08,CUST-0289,Wholesale,Cairo,Electronics,Store,30,2836.15,85084.43,68654.73,0.168,Completed,EGP
ORD-100293,2023-07-01,CUST-0072,Retail,Cairo,Electronics,Online,6,2791.89,16751.32,10485.88,0.125,Completed,EGP
ORD-100705,2023-05-03,CUST-0247,Retail,Giza,Groceries,Store,7,180.38,1262.69,802.65,0.022,Completed,EGP
ORD-100893,2023-07-08,CUST-0213,Wholesale,Cairo,Groceries,Store,8,105.76,846.11,535.51,0.097,Completed,EGP
ORD-100384,2023-01-05,CUST-0114,Retail,Mansoura,Electronics,Store,2,1085.71,2171.42,1613.22,0.153,Returned,EGP
ORD-100105,2024-10-09,CUST-0146,Wholesale,Aswan,Electronics,Phone,28,2789.7,78111.66,,,Completed,EGP
ORD-100110,2023-05-13,CUST-0249,Retail,Aswan,Clothing,Online,5,461.03,2305.17,1531.69,0.088,Completed,EGP
ORD-100147,2024-01-23,CUST-0230,Corporate,Alexandria,Furniture,Store,81,1650.4,133682.4,,0.132,Cancelled,EGP
ORD-100636,2024-12-23,CUST-0144,Retail,Alexandria,Stationery,Store,7,113.46,794.19,662.79,0.202,Returned,EGP
ORD-100995,2024-11-09,CUST-0142,Wholesale,Mansoura,Furniture,Store,15,1680.75,25211.28,21239.79,0.13,Completed,EGP
ORD-100733,2023-05-09,CUST-0252,Wholesale,Mansoura,Groceries,Online,18,70.69,1272.48,752.12,0.219,Completed,EGP
ORD-100613,2023-01-16,CUST-0164,Wholesale,,Stationery,Store,6,63.75,382.51,224.5,0.152,Completed,EGP
ORD-100541,2023-08-17,CUST-0046,Retail,Alexandria,Clothing,Store,5,284.91,1424.55,1181.7,0.143,Completed,EGP
ORD-100662,2024-08-21,CUST-0158,Retail,Aswan,Clothing,Online,2,382.61,765.21,445.69,0.02,Completed,EGP
ORD-100724,2024-06-06,CUST-0286,Wholesale,Giza,Groceries,Online,15,102.53,1538.01,942.15,0.017,Completed,EGP
ORD-100986,2024-11-02,CUST-0228,Corporate,Aswan,Groceries,Online,1,131.42,131.42,77.53,0.218,Completed,EGP
ORD-100829,2024-07-10,CUST-0316,Retail,Mansoura,Electronics,Store,7,2196.59,15376.13,12121.46,0.047,Cancelled,EGP
ORD-101169,2023-10-07,CUST-0003,Retail,Cairo,Clothing,Phone,6,304.22,1825.34,1065.55,0.131,Returned,EGP
ORD-100230,2023-12-12,CUST-0095,Retail,Giza,Groceries,Online,8,148.33,1186.66,979.74,0.159,Completed,EGP
ORD-100746,2023-06-05,CUST-0150,Retail,Alexandria,Electronics,Store,7,1159.59,8117.11,6110.77,0.128,Completed,EGP
ORD-101123,2024-02-11,CUST-0304,Retail,Alexandria,Stationery,Store,6,40.45,242.71,162.51,0.049,Completed,EGP
ORD-100940,2023-03-17,CUST-0315,Wholesale,Alexandria,Groceries,Store,35,104.64,3662.41,2504.64,0.027,Completed,EGP
ORD-100928,2023-10-03,CUST-0069,Retail,Aswan,Groceries,Online,7,125.75,880.28,666.59,0.017,Completed,EGP
ORD-100896,2024-10-16,CUST-0009,Retail,Alexandria,Electronics,Phone,8,2420.19,19361.48,12114.09,0.045,Completed,EGP
ORD-100319,2023-05-19,CUST-0112,Wholesale,Aswan,Electronics,Online,42,2196.59,92256.69,53055.37,0.192,Completed,EGP
ORD-100164,2023-07-04,CUST-0057,Retail,Alexandria,Electronics,Store,4,3052.93,12211.7,7642.73,0.038,Completed,EGP
ORD-100069,2023-07-26,CUST-0166,Retail,Cairo,Clothing,Online,4,505.73,2022.9,1159.23,0.239,Completed,EGP
ORD-100663,2023-08-14,CUST-0115,Retail,Cairo,Clothing,Store,4,364.91,1459.65,882.85,,Cancelled,EGP
ORD-100949,2023-12-31,CUST-0012,Wholesale,Giza,Clothing,Store,20,768.18,15363.65,12176.9,0.194,Completed,EGP
ORD-100753,2023-09-27,CUST-0094,Corporate,Alexandria,Stationery,Online,2,58.75,117.51,89.93,0.019,Completed,EGP
ORD-101000,2024-12-07,CUST-0304,Retail,Cairo,Clothing,Store,4,648.12,2592.49,1860.86,0.008,Completed,EGP
ORD-101069,2024-09-03,CUST-0117,Retail,Cairo,Clothing,Store,5,420.1,2100.49,1530.24,0.164,Completed,EGP
ORD-100962,2024-01-11,CUST-0189,Wholesale,Cairo,Stationery,Online,35,24.66,863.13,699.86,0.077,Completed,EGP
ORD-100534,2024-01-26,CUST-0191,Retail,Cairo,Electronics,Store,8,2078.45,16627.64,9155.18,0.246,Cancelled,EGP
ORD-100081,2023-01-24,CUST-0045,Wholesale,Alexandria,Groceries,Store,24,157.66,3783.85,2618.64,0.211,Completed,EGP
ORD-100532,2024-02-05,CUST-0102,Wholesale,Giza,Groceries,Store,30,64.05,1921.5,1325.33,0.076,Completed,EGP
ORD-100570,2024-10-29,CUST-0154,Wholesale,Giza,Clothing,Store,8,261.27,2090.16,1610.32,0.187,Completed,EGP
ORD-100103,2024-07-11,CUST-0022,Retail,Cairo,Clothing,Online,8,231.89,1855.11,1420.11,0.225,Completed,EGP
ORD-100281,2023-07-02,CUST-0017,Retail,Cairo,Furniture,Online,3,1976.63,5929.89,4377.04,0.032,Completed,EGP
ORD-100223,2023-08-28,CUST-0250,Wholesale,Cairo,Clothing,Store,5,406.04,2030.21,1644.07,0.113,Completed,EGP
ORD-100844,2023-05-01,CUST-0122,Corporate,Alexandria,Furniture,Store,139,1163.37,161708.43,113195.9,0.122,Completed,EGP
ORD-100634,2023-12-10,CUST-0085,Wholesale,Cairo,Groceries,Online,24,163.75,3930.03,2920.12,0.193,Completed,EGP
ORD-100603,2024-08-03,CUST-0224,Retail,Mansoura,Electronics,Store,1,2457.18,2457.18,1456.03,0.019,Completed,EGP
ORD-100830,2024-08-10,CUST-0306,Wholesale,Cairo,Groceries,Store,30,103.18,3095.39,2086.76,0.138,Completed,EGP
ORD-100620,2024-11-26,CUST-0196,Wholesale,Alexandria,Furniture,Store,10,3437.39,34373.89,27303.81,0.056,Completed,EGP
ORD-100983,2024-07-09,CUST-0142,Wholesale,,Electronics,Store,32,3084.57,98706.16,63124.8,0.123,Completed,EGP
ORD-101060,2024-06-12,CUST-0165,Wholesale,Alexandria,Clothing,Store,48,561.87,26969.96,19839.5,0.155,Completed,EGP
ORD-100043,2024-09-11,CUST-0087,Retail,Alexandria,Groceries,Phone,1,65.79,65.79,,0.098,Completed,EGP
ORD-100157,2024-03-27,CUST-0252,Wholesale,Mansoura,Clothing,Store,7,470.3,3292.13,2225.53,0.098,Completed,EGP
ORD-100421,2024-02-09,CUST-0317,Corporate,Aswan,Groceries,Online,1,131.41,131.41,88.39,0.005,Cancelled,EGP
ORD-100177,2023-11-04,CUST-0168,Corporate,Alexandria,Groceries,Online,5,193.07,965.34,677.41,0.178,Completed,EGP
ORD-100799,2024-12-28,CUST-0067,Wholesale,Cairo,Stationery,Store,25,104.91,2622.71,1716.98,0.075,Cancelled,EGP
ORD-100898,2023-10-25,CUST-0006,Wholesale,,Electronics,Store,30,1891.62,56748.55,42736.84,0.108,Returned,EGP
ORD-100012,2024-08-13,CUST-0052,Retail,Cairo,Groceries,Store,5,78.53,392.63,312.03,0.188,Completed,EGP
ORD-100314,2023-12-23,CUST-0006,Wholesale,Alexandria,Clothing,Online,56,479.93,26876.23,16446.95,0.023,Completed,EGP
ORD-100872,2024-10-30,CUST-0212,Corporate,Giza,Electronics,Store,3,2039.67,6119.01,3404.42,0.05,Cancelled,EGP
ORD-101130,2023-03-09,CUST-0160,Retail,Alexandria,Clothing,Online,3,478.21,1434.62,975.97,0.142,Completed,EGP
ORD-100275,2024-12-03,CUST-0005,Wholesale,Giza,Furniture,Store,32,2630.61,84179.62,,0.156,Completed,EGP
ORD-100646,2023-08-27,CUST-0058,Wholesale,Alexandria,Electronics,Store,30,1943.0,58290.13,39841.82,,Completed,EGP
ORD-100143,2023-01-25,CUST-0278,Retail,Aswan,Clothing,Store,6,378.23,2269.4,1655.74,0.154,Completed,EGP
ORD-100172,2024-12-18,CUST-0168,Retail,Giza,Clothing,Store,3,531.01,1593.02,1007.97,0.016,Cancelled,EGP
ORD-100473,2023-08-15,CUST-0162,Retail,Giza,Furniture,Phone,8,2493.15,19945.2,15765.54,0.214,Completed,EGP
ORD-100092,2024-03-20,CUST-0294,Retail,,Groceries,Online,6,108.26,649.54,,0.117,Completed,EGP
ORD-100238,2023-02-19,CUST-0080,Corporate,Alexandria,Stationery,Store,6,87.45,524.7,,,Completed,EGP
ORD-100072,2024-12-07,CUST-0017,Corporate,Alexandria,Furniture,Online,8,3241.46,25931.71,21301.61,,Cancelled,EGP
ORD-100552,2023-02-11,CUST-0257,Retail,Aswan,Clothing,Store,4,547.27,2189.1,1849.85,0.157,Cancelled,EGP
ORD-100895,2023-07-25,CUST-0144,Corporate,Giza,Groceries,Store,5,115.86,579.32,478.35,0.194,Completed,EGP
ORD-101122,2023-08-02,CUST-0264,Retail,Mansoura,Groceries,Online,6,97.62,585.7,443.74,0.076,Completed,EGP
ORD-100615,2024-08-13,CUST-0285,Wholesale,Mansoura,Furniture,Store,15,1463.11,21946.7,15967.95,0.053,Completed,EGP
ORD-100882,2024-06-22,CUST-0287,Corporate,Giza,Stationery,Online,1,44.88,44.88,37.03,0.197,Completed,EGP
ORD-100536,2023-08-15,CUST-0082,Corporate,Aswan,Electronics,Online,2,1415.6,2831.2,1905.83,,Cancelled,EGP
ORD-100501,2023-03-21,CUST-0054,Retail,Giza,Electronics,Store,1,1446.93,1446.93,1073.0,0.004,Completed,EGP
ORD-100375,2024-02-16,CUST-0226,Wholesale,Cairo,Electronics,Online,7,3406.62,23846.32,13327.11,0.097,Completed,EGP
ORD-100335,2023-11-13,CUST-0181,Retail,Cairo,Furniture,Store,3,2526.98,7580.95,6090.49,0.129,Completed,EGP
ORD-100260,2023-06-14,CUST-0058,Wholesale,Aswan,Clothing,Online,12,520.46,6245.56,,0.02,Completed,EGP
ORD-100156,2024-03-23,CUST-0116,Wholesale,Mansoura,Groceries,Store,42,108.46,4555.47,2789.69,0.197,Completed,EGP
ORD-101081,2023-11-23,CUST-0195,Corporate,Giza,Furniture,Store,156,2644.06,412473.36,288731.35,0.194,Completed,EGP
ORD-100363,2024-09-27,CUST-0202,Retail,Alexandria,Groceries,Store,2,85.97,171.94,98.09,0.132,Completed,EGP
ORD-100867,2024-10-28,CUST-0214,Retail,Aswan,Groceries,Store,3,131.96,395.88,230.94,0.092,Completed,EGP
ORD-100604,2024-03-12,CUST-0265,Wholesale,Alexandria,Clothing,Online,35,404.25,14148.76,8329.87,0.108,Completed,EGP
ORD-100739,2024-05-19,CUST-0151,Wholesale,Alexandria,Stationery,Phone,42,63.28,2657.92,1664.82,0.249,Completed,EGP
ORD-100677,2024-01-26,CUST-0149,Corporate,Cairo,Groceries,Online,5,104.41,522.03,435.77,0.005,Completed,EGP
ORD-100058,2024-01-01,CUST-0294,Wholesale,Alexandria,Furniture,Phone,18,1905.99,34307.88,,0.208,Completed,EGP
ORD-100073,2024-03-29,CUST-0155,Retail,Aswan,Electronics,Online,8,1648.34,13186.7,10340.49,0.243,Completed,EGP
ORD-100547,2024-05-05,CUST-0115,Retail,Alexandria,Clothing,Online,7,319.93,2239.49,1660.73,0.057,Cancelled,EGP
ORD-100550,2023-09-11,CUST-0085,Retail,Giza,Groceries,Store,8,173.64,1389.15,833.75,0.081,Completed,EGP
ORD-100650,2023-02-28,CUST-0139,Wholesale,Alexandria,Clothing,Store,18,379.7,6834.53,4347.18,0.213,Completed,EGP
ORD-100146,2024-06-28,CUST-0245,Retail,Cairo,Clothing,Store,5,474.17,2370.85,1567.68,0.136,Completed,EGP
ORD-100039,2023-05-04,CUST-0121,Retail,Aswan,Groceries,Online,3,138.18,414.54,,0.017,Completed,EGP
ORD-100944,2023-09-17,CUST-0234,Retail,Giza,Stationery,Store,6,43.68,262.09,176.83,0.238,Completed,EGP
ORD-100580,2024-06-22,CUST-0239,Wholesale,,Electronics,Online,6,3238.02,19428.11,11871.08,0.151,Completed,EGP
ORD-100278,2024-02-25,CUST-0225,Retail,Mansoura,Groceries,Online,6,95.34,572.02,411.21,,Returned,EGP
ORD-100586,2024-11-05,CUST-0140,Retail,Cairo,Furniture,Phone,4,4369.43,17477.72,10721.79,0.04,Completed,EGP
ORD-100311,2024-08-31,CUST-0252,Wholesale,Giza,Groceries,Online,18,169.77,3055.85,2472.28,0.068,Completed,EGP
ORD-100967,2024-03-20,CUST-0265,Retail,Cairo,Clothing,Store,6,256.25,1537.48,895.59,0.249,Completed,EGP
ORD-100108,2024-11-24,CUST-0234,Retail,Aswan,Groceries,Online,6,169.99,1019.95,581.83,0.043,Completed,EGP
ORD-100707,2024-03-08,CUST-0066,Wholesale,Mansoura,Clothing,Online,6,427.78,2566.67,1573.48,0.005,Completed,EGP
ORD-100655,2024-08-27,CUST-0200,Wholesale,Aswan,Furniture,Online,30,2255.94,67678.09,39846.29,0.235,Completed,EGP
ORD-100400,2024-06-26,CUST-0304,Wholesale,Mansoura,Groceries,Store,48,133.99,6431.41,3548.65,,Returned,EGP
ORD-101115,2023-08-28,CUST-0289,Wholesale,Alexandria,Groceries,Online,24,167.83,4027.95,2754.89,0.032,Completed,EGP
ORD-100302,2024-01-27,CUST-0153,Retail,Giza,Furniture,Store,5,2824.83,14124.13,10193.03,0.202,Completed,EGP
ORD-101051,2024-02-25,CUST-0253,Retail,Cairo,Groceries,Store,3,167.67,503.01,315.5,0.091,Completed,EGP
ORD-100399,2024-06-12,CUST-0045,Retail,Aswan,Groceries,Store,8,107.36,858.9,710.2,0.026,Completed,EGP
ORD-100931,2024-12-09,CUST-0208,Wholesale,Cairo,Groceries,Online,18,76.5,1377.03,947.34,0.236,Completed,EGP
ORD-101045,2024-01-28,CUST-0316,Retail,Cairo,Stationery,Online,5,61.29,306.47,232.4,0.074,Completed,EGP
ORD-100007,2023-04-20,CUST-0275,Retail,Cairo,Clothing,Phone,6,536.28,3217.66,2473.85,,Completed,EGP
ORD-100758,2024-07-10,CUST-0202,Retail,Alexandria,Electronics,Online,5,2531.19,12655.94,7392.69,0.228,Completed,EGP
ORD-100177,2023-11-04,CUST-0168,Corporate,Alexandria,Groceries,Online,5,193.07,965.34,677.41,0.178,Completed,EGP
ORD-100738,2023-09-01,CUST-0184,Corporate,Alexandria,Stationery,Store,2,48.28,96.57,70.62,0.131,Completed,EGP
ORD-100606,2024-02-18,CUST-0236,Retail,Cairo,Electronics,Store,3,1896.82,5690.47,4709.49,0.168,Completed,EGP
ORD-100288,2024-12-29,CUST-0318,Retail,Alexandria,Stationery,Phone,2,56.69,113.38,88.36,0.191,Completed,EGP
ORD-100396,2024-03-02,CUST-0301,Retail,Cairo,Stationery,Online,1,57.24,57.24,36.95,0.056,Completed,EGP
ORD-100298,2023-02-05,CUST-0067,Retail,Mansoura,Electronics,Store,2,2973.65,5947.3,4919.7,0.147,Completed,EGP
ORD-100392,2024-11-13,CUST-0278,Retail,Giza,Clothing,Store,2,565.87,1131.73,894.76,0.189,Completed,EGP
ORD-101088,2024-09-13,CUST-0171,Wholesale,Giza,Clothing,Phone,42,679.85,28553.73,23881.32,0.062,Completed,EGP
ORD-100921,2023-11-22,CUST-0242,Retail,Alexandria,Clothing,Store,1,730.04,730.04,618.02,0.009,Completed,EGP
ORD-101085,2024-09-25,CUST-0254,Corporate,Aswan,Stationery,Store,6,61.03,366.18,220.58,0.041,Completed,EGP
ORD-100382,2024-09-15,CUST-0265,Retail,Giza,Clothing,Store,6,607.32,3643.93,2872.23,0.049,Completed,EGP
ORD-101163,2023-10-21,CUST-0113,Corporate,Cairo,Clothing,Store,7,577.86,4045.01,,0.2,Cancelled,EGP
ORD-100036,2024-10-08,CUST-0310,Retail,Cairo,Clothing,Online,7,322.62,2258.33,1420.15,0.1,Completed,EGP
ORD-100825,2023-07-23,CUST-0283,Retail,Mansoura,Groceries,Store,5,64.52,322.58,243.47,0.235,Completed,EGP
ORD-100104,2024-09-21,CUST-0252,Wholesale,Mansoura,Groceries,Online,40,132.62,5304.65,3547.31,0.038,Completed,EGP
ORD-100282,2023-05-11,CUST-0032,Retail,Alexandria,Electronics,Online,8,1849.21,14793.68,10237.57,,Completed,EGP
ORD-101162,2024-07-25,CUST-0303,Retail,Cairo,Furniture,Online,4,1195.77,4783.06,2771.65,0.204,Completed,EGP
ORD-100589,2023-07-09,CUST-0268,Corporate,Mansoura,Furniture,Store,1,2700.21,2700.21,2234.45,0.021,Completed,EGP
